Tiempo,Contador,Acx,Acy,Acz,Gx,Gy,Gz
1682,3852,-1094,-76,-3961,95,-397.0,12.0
1699,3853,-1139,-81,-3955,79,-372.0,23.0
1714,3854,-1118,-156,-3932,92,-370.0,31.0
1730,3855,-1148,-116,-3899,106,-370.0,26.0
1746,3856,-1115,-110,-3932,105,-360.0,4.0
1762,3857,-1092,-109,-3920,88,-300.0,7.0
1778,3858,-1156,-126,-3972,93,-306.0,27.0
1794,3859,-1114,-152,-3954,96,-243.0,56.0
1810,3860,-1147,-111,-3949,84,-228.0,51.0
1826,3861,-1129,-108,-3920,96,-238.0,35.0
1842,3862,-1158,-121,-3900,106,-285.0,14.0
1858,3863,-1141,-103,-3888,104,-311.0,22.0
1874,3864,-1163,-114,-3918,79,-319.0,30.0
1890,3865,-1191,-138,-3907,66,-284.0,31.0
1906,3866,-1187,-133,-3896,58,-287.0,45.0
1922,3867,-1174,-155,-3903,62,-304.0,58.0
1938,3868,-1239,-121,-3887,55,-353.0,70.0
1954,3869,-1162,-139,-3842,47,-384.0,79.0
1970,3870,-1140,-147,-3902,61,-359.0,79.0
1986,3871,-1140,-110,-3876,79,-322.0,80.0
2002,3872,-1147,-120,-3892,83,-315.0,78.0
2018,3873,-1174,-115,-3870,83,-316.0,100.0
2034,3874,-1122,-123,-3857,79,-360.0,95.0
2050,3875,-1094,-135,-3888,93,-341.0,85.0
2066,3876,-1083,-137,-3852,81,-266.0,86.0
2082,3877,-1146,-135,-3880,81,-275.0,85.0
2098,3878,-1154,-147,-3886,81,-294.0,91.0
2114,3879,-1165,-170,-3850,106,-368.0,86.0
2130,3880,-1094,-145,-3884,125,-337.0,90.0
2146,3881,-1132,-157,-3896,129,-272.0,86.0
2162,3882,-1145,-183,-3863,126,-285.0,96.0
2178,3883,-1163,-172,-3907,136,-264.0,108.0
2194,3884,-1123,-166,-3888,115,-283.0,109.0
2210,3885,-1133,-173,-3935,126,-219.0,112.0
2226,3886,-1142,-156,-3928,129,-218.0,115.0
2242,3887,-1130,-172,-3911,129,-204.0,123.0
2258,3888,-1131,-180,-3947,122,-204.0,122.0
2274,3889,-1189,-172,-3937,120,-272.0,121.0
2290,3890,-1143,-153,-3932,99,-312.0,111.0
2306,3891,-1146,-172,-3913,91,-344.0,109.0
2322,3892,-1176,-174,-3912,92,-409.0,113.0
2338,3893,-1140,-149,-3911,73,-431.0,130.0
2354,3894,-1048,-157,-3915,69,-380.0,135.0
2370,3895,-1053,-166,-3891,58,-306.0,118.0
2386,3896,-1058,-173,-3854,96,-276.0,103.0
2402,3897,-1068,-156,-3839,125,-304.0,89.0
2418,3898,-1163,-199,-3823,139,-452.0,76.0
2434,3899,-1114,-190,-3819,128,-699.0,63.0
2450,3900,-1113,-173,-3840,107,-759.0,52.0
2466,3901,-978,-155,-3861,95,-740.0,38.0
